City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,basco,20.4487,121.9702,25.84,79,82,13.13,PH,1732335638
278,zeya,53.75,127.2667,-9.65,74,100,1.69,RU,1732335435
279,okhotsk,59.3833,143.3,-13.04,65,60,6.83,RU,1732335640
280,mokopane,-24.1944,29.0097,22.3,47,93,0.88,ZA,1732335641
281,mankoeng,-23.9,29.8167,20.4,57,93,0.43,ZA,1732335642
282,east london,-33.0153,27.9116,20.52,83,0,5.66,ZA,1732335643
283,watsa,3.0372,29.5355,17.16,97,92,0.53,CD,1732335353
284,lobujya,27.95,86.8167,-8.69,55,0,2.94,NP,1732335645
285,kattivakkam,13.2167,80.3167,28.87,80,99,6.76,IN,1732335646
286,curitibanos,-27.2828,-50.5844,13.97,99,100,1.73,BR,1732335649
287,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.51,GF,1732335650
288,tegueste,28.5167,-16.3167,21.64,26,0,4.12,ES,1732335651
289,gadzhiyevo,69.2551,33.3362,-2.46,77,73,13.61,RU,1732335652
290,la tuque,47.4334,-72.7824,2.14,93,100,4.12,CA,1732335653
291,piti village,13.4626,144.6933,31.49,74,40,7.72,GU,1732335654
292,fortuna,40.5982,-124.1573,11.07,95,100,4.63,US,1732335655
293,pangoa,-12.1167,-73.0,19.41,96,27,1.5,PE,1732335656
294,letlhakeng,-24.0944,25.0298,21.74,41,3,1.31,BW,1732335657
295,essaouira,31.5125,-9.77,20.72,40,0,2.57,MA,1732335658
296,ulysses,37.5814,-101.3552,5.02,93,0,3.09,US,1732335659
297,beykonak,36.3257,30.303,18.01,71,35,2.3,TR,1732335660
298,pedregal,8.3667,-82.4333,22.82,94,100,0.89,PA,1732335662
299,parras de la fuente,25.4167,-102.1833,14.53,43,0,2.62,MX,1732335663
300,sinabang,2.4803,96.3801,25.87,90,100,2.19,ID,1732335664
301,nizhnesortymskiy,62.4397,71.7603,-6.48,90,46,6.94,RU,1732335665
302,menaka,15.9182,2.4022,21.64,16,9,3.75,ML,1732335667
303,mo i rana,66.3128,14.1428,-5.93,86,100,1.03,NO,1732335668
304,yongchuan,29.3514,105.8947,13.14,92,100,1.61,CN,1732335669
305,kruisfontein,-34.0033,24.7314,16.56,84,82,3.4,ZA,1732335670
306,formosa do rio preto,-11.0483,-45.1931,21.78,97,95,1.74,BR,1732335671
307,pionerskiy,54.9508,20.2275,0.91,66,100,14.13,RU,1732335672
308,carnarvon,-24.8667,113.6333,29.09,45,0,6.74,AU,1732335674
309,zholymbet,51.7433,71.7122,-7.78,91,9,3.38,KZ,1732335675
310,tottori,35.5,134.2333,11.04,62,75,11.83,JP,1732335676
311,aripuana,-9.1667,-60.6333,22.16,99,100,0.92,BR,1732335677
312,abaza,52.655,90.0928,-5.69,74,36,2.84,RU,1732335678
313,ocean shores,46.9737,-124.1563,10.57,89,20,6.17,US,1732335679
314,kamyzyak,46.11,48.0736,2.99,100,0,4.0,RU,1732335680
315,coquimbo,-29.9533,-71.3436,13.85,88,0,1.54,CL,1732335460
316,kapa'a,22.0752,-159.319,24.18,64,75,2.57,US,1732335682
317,weno,7.4515,151.8468,30.97,79,100,5.66,FM,1732335683
318,yarmouth,41.7057,-70.2286,8.89,94,100,1.34,US,1732335685
319,yuzhno-kurilsk,44.0306,145.8556,3.15,72,100,11.64,RU,1732335686
320,mota del cuervo,39.5101,-2.8738,11.01,91,100,2.79,ES,1732335687
321,arteche,12.2645,125.4048,29.42,67,81,4.07,PH,1732335688
322,assab,13.0092,42.7394,27.28,78,47,8.07,ER,1732335689
323,ta`u,-14.2336,-169.5144,27.16,84,100,9.04,AS,1732335690
324,debre werk',10.6667,38.1667,13.33,77,93,0.81,ET,1732335691
325,kirgiz-miyaki,53.6324,54.7979,-0.16,88,100,5.43,RU,1732335692
326,kalat,29.0225,66.5916,11.15,40,0,0.05,PK,1732335693
327,vila franca do campo,37.7167,-25.4333,20.23,99,100,5.81,PT,1732335694
328,rebrikha,53.0733,82.3408,-8.95,92,100,1.25,RU,1732335674
329,itoman,26.1247,127.6694,24.43,55,40,8.23,JP,1732335696
330,cabedelo,-6.9811,-34.8339,25.37,82,78,4.29,BR,1732335660
331,lebu,-37.6167,-73.65,13.6,93,58,0.21,CL,1732335699
332,val-d'or,48.1002,-77.7828,4.05,87,100,1.03,CA,1732335700
333,rurrenabaque,-14.4413,-67.5278,22.86,100,100,0.54,BO,1732335701
334,alibag,18.6411,72.8792,25.05,51,100,1.98,IN,1732335702
335,nagqu,31.5,92.0,-1.74,20,100,2.66,CN,1732335703
336,vorkuta,67.5,64.0,-6.13,96,91,6.16,RU,1732335674
337,ghanzi,-21.5667,21.7833,22.76,38,11,3.62,BW,1732335706
338,fallon,39.4735,-118.7774,13.93,34,100,2.57,US,1732335707
339,murzuq,25.9155,13.9184,16.81,40,1,3.06,LY,1732335708
340,kingston,17.997,-76.7936,23.27,89,85,0.83,JM,1732335230
341,sinan,34.8262,126.1086,8.75,56,48,3.97,KR,1732335618
342,almus,40.3758,36.9044,9.02,84,6,4.56,TR,1732335712
343,saint-joseph,-21.3667,55.6167,28.21,77,19,4.21,RE,1732335713
344,hasaki,35.7333,140.8333,14.52,39,100,8.44,JP,1732335714
345,ain sukhna,29.6002,32.3167,18.16,72,0,3.18,EG,1732335715
346,taksimo,56.3444,114.8794,-11.75,85,100,0.29,RU,1732335716
347,port macquarie,-31.4333,152.9167,23.93,64,6,5.36,AU,1732335482
348,sault ste. marie,46.5168,-84.3333,6.16,81,100,3.6,CA,1732335718
349,miles city,46.4083,-105.8406,-3.46,80,100,5.66,US,1732335719
350,cafarnaum,-11.6936,-41.4683,21.94,84,100,0.77,BR,1732335721
351,utrik,11.2278,169.8474,28.24,80,49,8.83,MH,1732335722
352,toba,34.4833,136.85,12.89,54,22,11.53,JP,1732335724
353,kailua-kona,19.6406,-155.9956,24.98,89,0,0.0,US,1732335725
354,polokwane,-23.9045,29.4688,19.47,73,75,1.54,ZA,1732335573
355,moramanga,-18.9333,48.2,21.07,83,71,0.72,MG,1732335727
356,arkalyk,50.2486,66.9114,-5.53,77,1,4.39,KZ,1732335728
357,kilindoni,-7.9139,39.6668,27.0,76,21,2.68,TZ,1732335729
358,darhan,49.4867,105.9228,-6.38,78,20,0.58,MN,1732335731
359,kulhudhuffushi,6.6221,73.07,26.23,81,100,3.03,MV,1732335732
360,djambala,-2.5447,14.7533,19.37,96,97,1.2,CG,1732335733
361,cedeira,43.6797,-8.0209,14.35,82,81,9.73,ES,1732335734
362,east ballina,-28.8667,153.5833,23.0,63,9,3.59,AU,1732335735
363,el haouaria,37.05,11.0144,15.01,50,1,10.09,TN,1732335736
364,acapulco de juarez,16.8634,-99.8901,27.9,83,40,1.03,MX,1732335738
365,al jawf,29.5,38.75,13.93,59,0,3.47,SA,1732335740
366,statesboro,32.4488,-81.7832,6.74,75,0,2.06,US,1732335741
367,whitehorse,60.7161,-135.0538,-12.57,85,75,4.12,CA,1732335743
368,allapalli,19.4167,80.0667,23.8,50,75,0.73,IN,1732335744
369,santiago de cuba,20.0247,-75.8219,24.06,83,75,4.63,CU,1732335745
370,abepura,-2.6333,140.5833,30.45,70,40,4.12,ID,1732335746
371,keminmaa,65.8596,24.8228,-11.13,92,0,2.57,FI,1732335747
372,shawano,44.7822,-88.609,4.99,70,100,3.09,US,1732335748
373,yaren,-0.5472,166.916,28.12,76,88,5.65,NR,1732335751
374,tucumcari,35.1717,-103.725,2.91,81,0,0.0,US,1732335752
375,hotan,37.0997,79.9269,7.35,41,100,0.08,CN,1732335753
376,constantia,44.1833,28.65,2.61,77,100,11.06,RO,1732335755
377,chegdomyn,51.1167,133.0167,-12.35,78,83,0.78,RU,1732335758
378,rada tilly,-45.9333,-67.5333,17.27,36,0,5.14,AR,1732335759
379,saint-yrieix-la-perche,45.516,1.2057,0.04,88,88,2.15,FR,1732335620
380,dakhla,23.6848,-15.958,20.28,80,95,0.76,EH,1732335761
381,sao gabriel da cachoeira,-0.1303,-67.0892,23.17,99,100,0.87,BR,1732335762
382,saint-pierre,-21.3393,55.4781,28.82,65,0,2.57,RE,1732335505
383,neiafu,-18.65,-173.9833,26.38,78,40,3.6,TO,1732335765
384,penjamo,20.4333,-101.7333,11.55,26,12,1.96,MX,1732335606
385,irymple,-34.25,142.1667,36.72,28,100,5.72,AU,1732335767
386,korla,41.7597,86.1469,4.1,47,5,5.16,CN,1732335768
387,bathsheba,13.2167,-59.5167,26.34,89,75,3.09,BB,1732335769
388,la huacana,18.9667,-101.8167,23.34,80,6,1.62,MX,1732335770
389,lamu,-2.2717,40.902,26.63,85,94,2.84,KE,1732335771
390,bel ombre,-4.6167,55.4167,28.91,65,20,1.54,SC,1732335772
391,minas de marcona,-15.2119,-75.1103,15.21,84,100,4.52,PE,1732335773
392,udachny,66.4167,112.4,-19.83,96,100,4.67,RU,1732335774
393,kale,50.9581,1.8521,6.54,85,100,9.06,FR,1732335776
394,keflavik,64.0049,-22.5624,-1.76,69,0,9.77,IS,1732335777
395,santo antonio,-6.3106,-35.4789,21.98,91,90,0.79,BR,1732335778
396,zhalantun,48.0,122.7167,-2.8,46,100,2.35,CN,1732335779
397,severo-yeniseyskiy,60.3725,93.0408,-20.84,95,100,4.18,RU,1732335780
398,banda aceh,5.5577,95.3222,27.54,77,99,3.2,ID,1732335781
399,sakaiminato,35.55,133.2333,11.99,47,75,6.17,JP,1732335782
400,jamai,22.2,78.5833,19.09,48,34,1.46,IN,1732335783
401,afaahiti,-17.75,-149.2833,24.75,86,44,5.9,PF,1732335784
402,shingu,33.7333,135.9833,13.3,45,57,3.26,JP,1732335785
403,kamra,33.7473,73.5111,16.46,29,100,2.64,PK,1732335786
404,hopewell,37.3043,-77.2872,7.42,64,99,7.63,US,1732335787
405,sirjan,29.452,55.6814,11.08,48,73,0.79,IR,1732335788
406,sechura,-5.5569,-80.8222,18.35,88,75,4.52,PE,1732335790
407,ebon,4.582,168.6964,25.78,89,100,3.55,MH,1732335791
408,el calafate,-50.3408,-72.2768,6.53,62,26,7.31,AR,1732335792
409,krychaw,53.6945,31.7099,0.09,100,100,2.41,BY,1732335793
410,itaituba,-4.2761,-55.9836,26.38,69,97,0.66,BR,1732335794
411,westport,41.1415,-73.3579,5.18,86,100,1.79,US,1732335795
412,paraiso,9.8383,-83.8656,17.45,99,100,2.69,CR,1732335796
413,daru,-9.0763,143.2092,29.52,73,91,5.7,PG,1732335797
414,leava,-14.3,-178.1667,27.48,83,99,8.85,WF,1732335798
415,la passe,45.5549,-0.8967,5.91,80,87,9.14,FR,1732335800
416,prado,-17.3411,-39.2208,23.08,98,100,2.12,BR,1732335801
417,haiku-pauwela,20.9219,-156.3051,23.36,76,40,5.36,US,1732335802
418,tonj,7.2737,28.6822,22.9,36,63,2.01,SS,1732335804
419,port saint john's,-31.6229,29.5448,22.5,80,6,5.26,ZA,1732335806
420,catalhoyuk,37.6685,32.8269,8.77,90,58,4.55,TR,1732335807
421,tocopilla,-22.092,-70.1979,19.3,76,65,3.3,CL,1732335810
422,kratie,12.4881,106.0188,30.2,60,77,5.86,KH,1732335811
423,shadegan,30.6497,48.6647,18.27,47,100,5.07,IR,1732335812
424,tofol,5.3248,163.0078,26.88,89,100,1.54,FM,1732335813
425,maragogi,-9.0122,-35.2225,24.25,83,39,5.12,BR,1732335768
426,pacific grove,36.6177,-121.9166,16.06,94,100,9.83,US,1732335816
427,arvayheer,46.2639,102.775,-2.0,24,34,0.64,MN,1732335817
428,manokwari,-0.8667,134.0833,29.29,70,12,3.7,ID,1732335818
429,hilton head island,32.2163,-80.7526,9.0,72,0,2.06,US,1732335820
430,horta,38.5333,-28.6333,20.01,90,100,8.49,PT,1732335821
431,reggane,26.7158,0.1714,19.93,25,20,4.07,DZ,1732335822
432,timbiqui,2.7717,-77.6654,24.2,87,99,0.97,CO,1732335823
433,la ronge,55.1001,-105.2842,-10.86,85,100,4.63,CA,1732335824
434,sampit,-2.5333,112.95,31.0,70,90,1.21,ID,1732335825
435,laascaanood,8.4774,47.3597,21.3,63,85,5.83,SO,1732335826
436,aksu,41.1231,80.2644,5.99,46,0,0.92,CN,1732335827
437,juan griego,11.0817,-63.9655,22.07,100,56,6.17,VE,1732335828
438,puerto deseado,-47.7503,-65.8938,16.49,40,0,12.45,AR,1732335829
439,dalandzadgad,43.5708,104.425,3.27,28,68,1.75,MN,1732335830
440,vyaz'ma,55.2104,34.2951,-0.75,98,100,3.75,RU,1732335832
441,strezhevoy,60.7333,77.5889,-7.57,93,100,4.94,RU,1732335833
442,motueka,-41.1333,173.0167,15.48,58,99,4.74,NZ,1732335834
443,fada,7.25,4.0667,22.57,92,34,0.55,NG,1732335835
444,miramichi,47.0043,-65.4654,4.68,95,100,5.49,CA,1732335648
445,ikalamavony,-21.15,46.5833,23.61,68,13,1.45,MG,1732335837
446,saudarkrokur,65.7461,-19.6394,-8.63,88,14,1.99,IS,1732335838
447,rawson,-43.3002,-65.1023,19.16,30,0,4.12,AR,1732335839
448,ariquemes,-9.9133,-63.0408,22.38,98,77,1.15,BR,1732335840
449,vilyuchinsk,52.9306,158.4028,0.15,79,12,1.42,RU,1732335841
450,makoua,0.0069,15.6333,21.73,96,93,0.14,CG,1732335842
451,macia,-25.0269,33.0989,24.69,76,70,2.73,MZ,1732335844
452,green river,41.5286,-109.4662,-2.23,65,41,0.18,US,1732335845
453,san nicolas,18.1725,120.5953,30.95,70,20,6.17,PH,1732335846
454,kyzyl-suu,42.3414,78.0056,0.64,46,21,1.2,KG,1732335847
455,arno,60.1167,18.6333,-6.23,75,47,5.72,SE,1732335848
456,mil'kovo,55.6078,37.7956,1.3,61,100,7.61,RU,1732335849
457,ardakan,32.31,54.0175,12.08,40,6,0.84,IR,1732335850
458,busan,35.1028,129.0403,13.99,44,40,4.12,KR,1732335851
459,willemstad,12.1084,-68.9335,28.95,82,20,4.12,CW,1732335768
460,pingnan,23.5543,110.3976,21.75,50,1,2.85,CN,1732335854
461,luba,3.4568,8.5547,26.28,80,11,0.39,GQ,1732335856
462,tongliao,43.6125,122.2653,1.78,26,68,4.23,CN,1732335558
463,kayangel,8.0823,134.7173,28.87,79,76,7.68,PW,1732335858
464,jagtial,18.8,78.9333,22.7,54,60,1.57,IN,1732335859
465,dera ghazi khan,30.0561,70.6348,22.67,26,3,2.24,PK,1732335860
466,nombre de dios,23.85,-104.2333,13.62,37,4,1.34,MX,1732335861
467,san rafael,-34.6177,-68.3301,25.32,39,0,6.8,AR,1732335862
468,blackwater,-23.5833,148.8833,29.83,52,62,8.26,AU,1732335863
469,tralee,52.2704,-9.7026,13.3,91,100,9.88,IE,1732335864
470,kone,-21.0595,164.8658,28.31,57,100,1.4,NC,1732335866
471,winfield,37.2398,-96.9956,6.05,68,0,2.57,US,1732335775
472,sann,26.0418,68.1378,26.3,44,0,0.98,PK,1732335868
473,brisas de zicatela,15.8369,-97.0419,25.29,94,20,1.54,MX,1732335869
474,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,47,0,3.0,RU,1732335870
475,guaruja,-23.9931,-46.2564,20.5,26,51,3.74,BR,1732335718
476,yilan,24.757,121.753,19.53,81,99,1.73,TW,1732335841
477,urangan,-25.3,152.9,24.74,58,0,8.13,AU,1732335874
478,sosnogorsk,63.6023,53.8817,-1.22,81,91,5.63,RU,1732335875
479,katsuura,35.1333,140.3,14.09,46,11,9.34,JP,1732335876
480,unai,-16.3575,-46.9061,23.11,87,96,1.65,BR,1732335878
481,dhidhdhoo,6.8833,73.1,26.84,79,100,3.8,MV,1732335879
482,chakari,-18.0629,29.8925,22.83,46,8,2.81,ZW,1732335881
483,kristiansund,63.1115,7.732,4.51,87,75,8.75,NO,1732335882
484,nadym,65.5333,72.5167,-8.31,94,91,7.31,RU,1732335883
485,lata,40.1629,-8.3327,10.41,95,59,2.14,PT,1732335884
486,polyarnyy,69.1989,33.4478,-2.35,77,63,13.95,RU,1732335885
487,shimoda,34.6667,138.95,13.33,62,100,4.33,JP,1732335687
488,mumbwa,-14.9783,27.0619,20.95,55,16,2.05,ZM,1732335887
489,nampula,-15.1165,39.2666,22.97,88,20,4.12,MZ,1732335888
490,pariaman,-0.619,100.12,28.03,90,100,0.62,ID,1732335890
491,blenheim,-41.516,173.9528,13.62,77,100,1.34,NZ,1732335891
492,labuan,5.2767,115.2417,31.2,66,20,0.51,MY,1732335893
493,salinopolis,-0.6136,-47.3561,26.84,76,39,3.56,BR,1732335894
494,ares,-6.1944,-35.1603,23.01,89,98,2.14,BR,1732335895
495,xilin hot,43.9667,116.0333,3.22,41,26,5.4,CN,1732335896
496,jayapura,-2.5333,140.7,30.66,73,81,2.36,ID,1732335897
497,port sudan,19.6175,37.2164,24.23,68,0,4.36,SD,1732335898
498,katabu,-4.9333,122.5167,34.97,41,88,2.14,ID,1732335899
499,ponta delgada,37.7333,-25.6667,20.4,94,40,6.69,PT,1732335900
500,mendi,-6.1761,143.6513,21.56,63,99,2.42,PG,1732335902
501,mournies,35.4764,24.0092,19.22,68,20,6.17,GR,1732335903
502,mar del plata,-38.0023,-57.5575,18.86,88,0,5.66,AR,1732335751
503,launceston,-41.45,147.1667,23.8,49,75,2.06,AU,1732335906
504,tejen,37.3834,60.5054,11.53,50,39,1.73,TM,1732335907
505,machico,32.7,-16.7667,23.17,65,55,2.3,PT,1732335908
506,altai,46.3722,96.2583,-9.21,88,100,1.37,MN,1732335909
507,homer,59.6425,-151.5483,-1.06,69,0,1.54,US,1732335910
508,kangding,30.0513,101.9603,10.5,50,18,0.93,CN,1732335911
509,wamba,8.9333,8.6,21.53,40,68,1.42,NG,1732335912
510,kharkhorin,47.1975,102.8238,-0.3,31,28,0.95,MN,1732335914
511,fountain hills,33.6117,-111.7174,19.29,22,0,1.34,US,1732335780
512,chardon,41.6142,-81.149,5.96,96,100,3.58,US,1732335867
513,port hueneme,34.1478,-119.1951,13.57,86,0,2.57,US,1732335917
514,tocoa,15.6833,-86.0,19.87,99,100,0.34,HN,1732335646
515,kerikeri,-35.2268,173.9474,20.28,45,20,2.71,NZ,1732335919
516,buta,2.7858,24.73,21.84,95,100,0.89,CD,1732335920
517,oliver,49.1831,-119.5524,3.95,93,100,0.51,CA,1732335921
518,minot air force base,48.4209,-101.3391,-5.9,79,40,6.17,US,1732335922
519,malibu,34.005,-118.8101,13.72,92,3,3.2,US,1732335923
520,retreat,38.8245,-85.8533,6.1,90,100,2.24,US,1732335925
521,enriquillo,17.9,-71.2333,23.14,76,99,2.35,DO,1732335926
522,oxford,51.7522,-1.256,2.92,93,100,3.6,GB,1732335735
523,luanda,-8.8368,13.2343,24.0,94,75,1.03,AO,1732335804
524,mulheim,6.6072,-57.8881,26.77,82,72,3.45,GY,1732335929
525,beau vallon,-20.4189,57.6953,27.13,78,40,6.17,MU,1732335930
526,khorramdarreh,36.213,49.196,4.67,50,0,0.85,IR,1732335931
527,arkhangel'sk,64.5401,40.5433,1.06,69,75,6.0,RU,1732335932
528,palikir - national government center,6.9248,158.1611,28.47,84,100,2.06,FM,1732335933
529,jorpeland,59.0225,6.0408,0.06,58,52,8.18,NO,1732335934
530,bismarck,46.8083,-100.7837,-3.09,89,100,4.12,US,1732335830
531,pundong,-7.9522,110.3486,30.07,69,53,3.75,ID,1732335937
532,soata,6.3337,-72.6828,9.22,91,100,0.93,CO,1732335938
533,waingapu,-9.6567,120.2641,32.41,56,69,6.36,ID,1732335939
534,carutapera,-1.195,-46.02,25.59,77,26,3.27,BR,1732335940
535,cururupu,-1.8283,-44.8683,23.34,87,7,1.22,BR,1732335941
536,springs,-26.25,28.4,19.81,15,98,1.55,ZA,1732335942
537,castillos,-34.1667,-53.8333,16.93,90,1,3.51,UY,1732335943
538,darovskoy,58.77,47.9564,-0.94,77,100,4.36,RU,1732335944
539,mirnyy,62.5353,113.9611,-4.22,93,100,3.86,RU,1732335945
540,lihue,21.9789,-159.3672,23.77,64,75,2.57,US,1732335935
541,zyrya,40.3661,50.2917,10.05,88,86,1.86,AZ,1732335947
542,lodwar,3.1191,35.5973,25.25,72,97,3.07,KE,1732335948
543,brigantine,39.4101,-74.3646,4.11,95,100,4.12,US,1732335950
544,valle hermoso,25.6667,-97.8333,20.43,60,0,3.49,MX,1732335655
545,karamay,45.6004,84.8661,1.77,42,0,7.84,CN,1732335952
546,shymkent,42.3,69.6,4.33,65,0,2.0,KZ,1732335953
547,buka,40.8108,69.1986,9.11,44,0,1.45,UZ,1732335954
548,waddan,29.1614,16.139,17.04,39,2,3.14,LY,1732335955
549,ghadamis,30.1337,9.5007,14.93,37,0,1.79,LY,1732335956
550,eydhafushi,5.1033,73.0708,26.71,81,99,2.41,MV,1732335957
551,recani,31.2846,-4.2688,15.42,36,0,2.03,MA,1732335958
552,progreso,21.2833,-89.6667,21.2,61,13,2.79,MX,1732335959
553,braganca,-1.0536,-46.7656,22.61,86,27,0.37,BR,1732335960
554,sao paulo de olivenca,-3.3783,-68.8725,22.83,99,100,0.76,BR,1732335963
555,ellsworth,44.5434,-68.4195,7.35,97,100,4.12,US,1732335742
556,lorengau,-2.0226,147.2712,29.52,69,100,1.31,PG,1732335965
557,queenstown,-31.8976,26.8753,17.51,78,88,1.44,ZA,1732335966
